c1a_c1b_s1_y1,ifn_a_CpG_0,ifn_a_CpG_1,ifn_a_CpG_3,ifn_a_LPS_0,ifn_a_LPS_1,ifn_a_LPS_3,ifn_a_PG_0,ifn_a_PG_1,ifn_a_PIC_0,ifn_a_PIC_1,ifn_a_PIC_3,ifn_a_RSV_0,ifn_a_RSV_1,ifn_a_RSV_3,ifn_a_RV_1,ifn_a_RV_3,ifn_g_CpG_0,ifn_g_CpG_1,ifn_g_CpG_3,ifn_g_CR_0,ifn_g_CR_1,ifn_g_CR_3,ifn_g_DM_0,ifn_g_DM_1,ifn_g_DM_3,ifn_g_LPS_0,ifn_g_LPS_1,ifn_g_LPS_3,ifn_g_MAB_1,ifn_g_MAB_3,ifn_g_PG_0,ifn_g_PG_1,ifn_g_PG_3,ifn_g_PHA_0,ifn_g_PHA_1,ifn_g_PHA_3,ifn_g_PIC_0,ifn_g_PIC_1,ifn_g_PIC_3,ifn_g_RSV_0,ifn_g_RSV_1,ifn_g_RSV_3,ifn_g_RV_1,ifn_g_RV_3,ifn_g_TT_0,ifn_g_TT_1,ifn_g_TT_3,il_10_CpG_0,il_10_CpG_1,il_10_CpG_3,il_10_CR_0,il_10_CR_1,il_10_CR_3,il_10_DM_0,il_10_DM_1,il_10_DM_3,il_10_LPS_0,il_10_LPS_1,il_10_LPS_3,il_10_MAB_1,il_10_MAB_3,il_10_PG_0,il_10_PG_1,il_10_PG_3,il_10_PHA_0,il_10_PHA_1,il_10_PHA_3,il_10_PIC_0,il_10_PIC_1,il_10_PIC_3,il_10_RSV_0,il_10_RSV_1,il_10_RSV_3,il_10_RV_1,il_10_RV_3,il_10_TT_0,il_10_TT_1,il_10_TT_3,il_12p40_CpG_0,il_12p40_CpG_1,il_12p40_CpG_3,il_12p40_LPS_0,il_12p40_LPS_1,il_12p40_LPS_3,il_12p40_PG_0,il_12p40_PG_1,il_12p40_PG_3,il_12p40_PIC_0,il_12p40_PIC_1,il_12p40_PIC_3,il_12p40_RSV_0,il_12p40_RSV_1,il_12p40_RSV_3,il_12p40_RV_1,il_12p40_RV_3,il_13_CR_0,il_13_CR_1,il_13_CR_3,il_13_DM_0,il_13_DM_1,il_13_DM_3,il_13_MAB_1,il_13_MAB_3,il_13_PHA_0,il_13_PHA_1,il_13_PHA_3,il_13_TT_0,il_13_TT_1,il_13_TT_3,il_4_CR_1,il_4_CR_3,il_4_DM_1,il_4_DM_3,il_4_MAB_1,il_4_MAB_3,il_4_PHA_0,il_4_PHA_1,il_4_PHA_3,il_4_TT_1,il_4_TT_3,il_5_CR_1,il_5_CR_3,il_5_DM_1,il_5_DM_3,il_5_MAB_1,il_5_MAB_3,il_5_PHA_1,il_5_PHA_3,il_5_TT_1,il_5_TT_3,il_8_CpG_0,il_8_CpG_1,il_8_CpG_3,il_8_LPS_0,il_8_LPS_1,il_8_LPS_3,il_8_PG_0,il_8_PG_1,il_8_PG_3,il_8_PIC_0,il_8_PIC_1,il_8_PIC_3,il_8_RSV_0,il_8_RSV_1,il_8_RSV_3,il_8_RV_1,il_8_RV_3,tnf_a_CpG_0,tnf_a_CpG_1,tnf_a_CpG_3,tnf_a_LPS_0,tnf_a_LPS_1,tnf_a_LPS_3,tnf_a_PG_0,tnf_a_PG_1,tnf_a_PG_3,tnf_a_PIC_0,tnf_a_PIC_1,tnf_a_PIC_3,tnf_a_RSV_0,tnf_a_RSV_1,tnf_a_RSV_3,tnf_a_RV_1,tnf_a_RV_3
il_12p40_PIC_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.055671856,0.026669871,0.305548716,0.004561519,0.234571937,0.039464811,-0.050636129,0.042937424,-0.046701108,-0.059161076,0.111268318,0.006107346,0.111993407,0.006551529,-0.04834406,-0.081409194,0.031722724,0.019662616,0.136462568,-0.037312534,0.030076186,-0.007585266,0.064231796,0.039912315,0.074384598,0.012689668,-0.006505273,-0.120539235,0.003851902,0.048660156,-0.055369509,0.021531067,-0.070557194,0.076105795,0.020888738,0.068543247,-0.01412076,-0.070285295,-0.007786041,0.11744553,-0.117468883,0.033195494,0.135059399,-0.119098914,0.032426031,0.043179582,-0.104586641,-0.023751837,0.06361796,-0.118618981,-0.034929161,0.145712877,-0.081558677,-0.043622561,0.144522384,-0.035987846,0.160825686,-0.004359658,0.004528731,0.280663959,0.059984538,0.117870118,0.151048695,0.089180515,0.076647,0.107706165,-0.027785787,0.076935027,0.594222735,0.049331263,0.016556049,0.239650573,0.027818884,0.326230178
il_12p40_RSV_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.094743097,-0.078914673,0.066681563,-0.073224349,0.00183083,0.018396362,-0.010163967,0.035151199,0.117514156,0.059361144,0.023276618,0.059903608,0.009728174,-0.035930922,0.035793201,0.032594686,0.032807199,0.032217308,0.029385666,-0.083212136,0.051140659,-0.023637075,-0.009773637,0.014401678,0.139221123,-0.050710662,0.025496546,0.045704664,0.026839259,0.039354171,-0.013455177,0.092616593,0.015261567,-0.012037597,0.031559448,-0.069454278,0.036598932,-0.000258515,0.012205184,0.150707772,-0.059339929,0.003185131,0.092079006,0.042292657,0.084662706,0.125960371,0.019436791,0.121923668,0.130728306,-0.095105661,-0.018007194,0.343380974,-0.010659137,-0.039658324,-0.082946196,0.122442841,0.153823986,-0.027553742,0.081681524,0.175511905,0.060215704,0.040152573,0.18161268,-0.013286153,-0.015847115,0.235615191,0.033278447,0.091383624,0.364501254,0.016699354,-0.070844707,-0.039855077,0.066563343
il_12p40_RSV_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.033769869,0.171910828,0.025528567,0.024144677,0.007002902,-0.022553152,-0.023311354,0.0474347,-0.018508683,0.002528711,-0.035773905,-0.011063522,-0.059348081,-0.065526827,0.00842321,-0.012729483,-0.007712143,0.007935156,-0.014646997,-0.025283836,-0.027453449,-0.004461767,-0.045566936,0.002467687,-0.081152189,-0.081015759,0.013608191,0.001827789,0.060460558,-0.029987688,0.073056025,-0.003953946,0.027471107,-0.041822957,-0.047180959,-0.064644067,0.052369633,0.022563292,0.055560019,0.074955366,0.051574043,0.049550024,-0.029503667,0.001868903,0.053427593,-0.013308922,0.014600656,0.040444555,0.049841673,0.023241003,0.086585979,0.04852656,0.041262966,0.062851155,0.107582923,-0.006871899,0.071981074,0.030125815,0.11487754,0.072674165,0.07516099,0.094915732,-0.005196452,0.028921399,-0.014654116,0.014563262,-0.012772676,0.078223,0.281677485,0.036011322,0.079649534,0.066417624
il_12p40_RSV_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.000127891,0.375368311,0.077148213,-0.014277322,0.140142924,-0.047345764,-0.124961849,0.072049877,0.007553663,0.05589915,0.118035359,0.118540705,0.018757649,0.033134076,0.031394263,0.179402381,-0.01916398,0.061598387,-0.064852525,-0.016312069,0.044666508,0.041888713,0.024380607,0.122749287,0.012083756,0.053044388,0.085609473,-0.032303793,0.107470693,-0.123862672,0.07385285,-0.003666463,0.077118341,0.057535006,0.014648603,0.022723336,0.12857617,-0.142082456,0.072186707,0.300098325,-0.074065384,-0.019517081,-0.002368802,-0.086419193,0.034154625,0.059039449,-0.202748905,0.080263519,0.322484099,-0.177857498,-0.01698048,0.348546345,0.027013694,0.142830773,-0.050626262,0.014870309,0.352517217,0.113416,0.020003253,0.191674515,0.141790021,0.099362803,0.175747492,-0.081545407,-0.034068744,0.365308903,-0.030945023,0.031586083,0.535741383,-0.022348393,0.313912502
il_12p40_RV_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.028525168,0.09788934,0.055653677,-0.016850349,0.049309018,-0.090037914,-0.073553908,-0.093485073,0.004958582,0.032238196,-0.007484052,-0.003470016,0.033144654,-0.071119286,-0.030327078,0.044333745,0.005988339,-0.048103004,-0.01480795,-0.085363998,-0.027842636,-0.021346539,-0.029726341,-0.024292445,-0.101763516,-0.063603021,0.087511745,-0.034443556,-0.044673024,-0.062462638,-0.099501399,-0.00651293,-0.057419007,-0.010756142,-0.059578701,-0.049195776,-0.001841091,0.090046157,0.061138582,0.01842635,-0.098590175,0.056384552,0.017570482,-0.112531007,0.051153736,0.043221185,0.064481008,0.030257905,0.019811403,0.04838599,0.01443955,0.067183621,0.032620874,0.046919051,0.001462212,0.012068792,0.08838235,0.013388116,0.058868234,0.07271521,-0.068603456,0.028679384,0.048648056,0.002779077,0.027302752,0.016374624,0.039839294,-0.012871084,0.071955758,0.036711014
il_12p40_RV_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.05894451,-0.030436385,0.14640042,0.036828141,-0.08535515,-0.043798453,-0.033706753,-0.041643885,0.054741857,0.058960867,-0.119783197,0.044421765,-0.003167949,0.073736007,0.002475328,0.130115167,-0.040817257,-0.009662517,0.038095533,0.007104504,-0.005255513,0.073004481,-0.117357972,0.009759044,0.035300891,-0.013521734,0.113782605,-0.076990238,-0.041901054,-0.00536237,-0.03835298,0.023718249,-0.131768949,-0.01181743,0.089804265,-0.10979304,0.036973055,0.241152118,-0.103810847,-0.048942002,-0.002878061,-0.108393144,-0.033246591,0.000851931,-0.100632432,0.024139068,0.254036455,-0.095039849,-0.032762374,0.275638121,0.023520167,0.15561514,-0.052309224,-0.032761185,0.236201531,0.038834724,-0.004365823,0.08204025,0.01396859,0.039934186,-0.030125239,-0.065271142,-0.041445922,0.224085201,-0.018312026,0.015568056,0.317075842,-0.002156744,0.246897314
il_13_CR_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.081073823,0.028473385,0.179081485,-0.107781166,0.006053662,-0.011438983,0.048444822,0.39226256,0.12021278,0.128706519,0.257967478,-0.012416704,0.02348454,0.036665412,0.043928697,-0.063450255,-0.051892977,-0.017280501,0.008352912,0.206686278,0.096150245,0.110238935,-0.003830517,-0.018596051,0.056133007,-0.002886429,-0.119728814,-0.052731193,-0.053596689,0.037309638,0.045919158,0.0963697,-0.0291634,-0.024069391,-0.011169486,0.036362161,0.056331968,0.039778049,-0.106244039,0.040880724,0.020676563,-0.11920669,0.031772259,0.049339165,0.051062622,0.05286801,-0.004023313,0.009135431,0.045236949,0.146584107,-0.029741272,0.049989822,0.047093246,0.073783368,0.045068314,-0.064863776,0.006232869,0.042403249,0.015952619,0.046122493,0.071079859,0.043528523,0.093606501,0.04336348,0.061820417,0.089757938,0.038648334,0.036848415
il_13_CR_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.118509054,0.09792926,0.228720477,0.024507932,0.044409833,0.051135302,0.058871784,0.128823993,0.182168399,0.041420498,0.141260375,-0.008853915,0.360892082,0.07574904,0.184895749,-0.035126042,0.032934558,0.023727826,0.014708079,0.146561316,0.190814557,0.111158317,-0.047362055,0.58105024,0.06647274,0.20383961,0.003209671,-0.00180652,0.014129534,0.097460607,0.123693624,0.094210037,-0.051028153,0.030050981,0.048666967,0.029656034,0.01613165,-0.056024702,0.040984674,0.012607821,-0.032015529,0.064865824,0.016716046,0.018171208,0.029510579,0.031750347,0.037186613,0.013844656,0.048798663,-0.052926298,-0.014293238,0.142680898,0.066381378,0.001986165,-0.024996432,-0.034237904,0.067925988,0.030481866,0.082993881,0.07881164,0.114438159,0.012687111,0.017553575,0.120909417,0.069375104,0.047471456,-0.006869485
il_13_CR_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.027871797,0.060943175,0.240751891,0.026262313,0.129331811,0.015110626,0.116653756,0.127544793,0.023235316,0.023902056,0.151139423,0.109061603,0.448068264,0.121742748,0.161041973,0.092871454,0.134659817,-0.028614238,0.087332045,0.149270835,0.032769477,0.106442358,0.09743508,0.467508294,0.02937925,0.250258083,0.04208123,0.112476992,0.11932643,0.139376242,0.049972154,0.114887579,-0.022593876,0.016747876,0.109164416,-0.021309961,-0.030154328,0.014570883,-0.025161119,0.028102733,-0.010774312,-0.029439338,0.036544941,0.153119008,-0.045173216,-0.02303229,0.107814451,0.014371218,0.009370046,-0.113906599,-0.083685325,0.181837582,-0.020414048,-0.059268564,-0.017259001,-0.064149323,-0.020172805,0.106848986,-0.073445719,-0.051009047,0.124494216,-0.059962961,-0.03361998,0.216051618,-0.084908571,0.086039082
il_13_DM_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.002938163,-0.023941212,-0.02692758,0.010407465,0.290015277,-0.009085125,0.016493795,0.231019662,0.015683798,-0.060623847,0.068758064,0.046282736,-0.001525877,-0.032361284,-0.011629344,-0.001578779,0.169008446,-0.010373925,0.035447558,-0.005070984,-0.001190404,0.110860789,0.02762516,-0.010777766,-0.068568009,-0.039077197,-0.02206218,-0.033564441,-0.006871815,-0.007027205,-0.065689144,0.049230871,0.044033224,-0.032630712,0.007624985,-0.043821687,0.014124798,-0.017466124,-0.087518996,-0.027511332,0.106614939,0.027511299,-0.000693459,0.069568206,0.047347213,-0.014061147,0.04980162,-0.015676467,0.141206512,0.019946953,-0.007617864,-0.028223783,-0.065008737,-0.016495007,-0.010978278,-0.053506615,0.02526306,0.154191002,0.006607382,-0.013036567,0.074065069,0.026735333,0.009015248,0.033649837,-0.007440347
il_13_DM_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.199579432,0.192879959,-0.011191552,-0.070412823,0.097731403,-0.014899147,-0.018981669,0.296356102,-0.018685145,0.19737374,0.039503337,0.474705393,0.151559493,0.135946104,0.000325184,-0.02028492,0.083592051,0.017631789,0.222085929,0.037160993,0.227310387,0.055574443,0.613580235,0.203615816,0.210257602,-0.03576411,0.146106517,-0.018658299,0.231993897,0.014078509,0.094378511,-0.056138783,-0.038984472,0.018769411,0.089420373,-0.007748944,0.048332902,0.104992778,0.007975047,0.088156273,-0.045365911,-0.056776878,0.156423867,-0.029546377,-0.043773771,-0.080800954,0.019233134,-0.010188424,0.125144849,-0.03282511,-0.055576501,0.071863811,-0.035235569,0.024121449,0.068927885,-0.02657538,-0.01050514,0.124924929,-0.06848091,0.069846546,0.090758718,-0.079255542,0.101933632,-0.062851861
il_13_DM_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.157059902,0.348288123,0.049959588,0.115499334,0.26558032,0.055371384,0.122509852,0.327946632,0.029335285,0.152869155,0.203752985,0.399798166,0.138346253,0.229348989,0.03081446,0.102066717,0.229864546,0.136286566,0.207374921,0.001146021,0.179308242,0.165976583,0.675953281,0.131061986,0.311258036,0.141086356,0.239614364,0.100733644,0.274228158,-0.058863229,-0.025202988,0.009242123,-0.022411544,0.097103096,0.123017562,-0.020435537,0.114891044,0.175872628,-0.048448471,-0.017872913,0.023089027,-0.004605685,-0.027299607,0.040586852,-0.041904913,0.038335861,-0.010748722,-0.048017638,0.090807016,0.053046493,0.037326195,0.127989208,0.042698953,0.054530991,0.201736732,-0.046155544,-0.030681515,0.10138088,0.049974941,-0.045053544,0.089307277,-0.072677706,0.067458996
il_13_MAB_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.20938679,0.131694414,0.296147516,0.108987453,0.051840216,0.305405813,0.203846144,0.016804917,0.022620145,0.173422262,0.087565386,0.586817784,0.219350373,0.114420265,0.245669688,0.09965169,0.322758411,0.184544019,0.022373523,0.058643987,0.166145643,0.173830466,0.567691551,0.216873234,0.341687187,0.115695731,0.288173759,0.161535526,0.018605968,-0.066095145,0.023695715,0.049165863,0.213457174,0.059302533,0.100087349,0.195416985,0.061446595,0.031158137,-0.069464412,0.05057488,0.061695158,0.024340832,0.033275461,-0.014950282,0.00210297,-0.029122147,0.093479473,-0.036968123,0.023925773,0.257908233,0.041770976,0.015104802,0.185058118,-0.030158586,0.003663005,0.132893962,0.020565193,0.032969731,0.039472755,0.004143993,0.061819312,-0.033394215
il_13_MAB_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.135472719,0.194848267,0.492895747,0.079576483,0.162862763,0.403431775,0.031290219,0.093937578,0.089767383,0.202114183,0.276351444,0.696398774,0.083910012,0.161942354,0.40946775,0.232870339,0.304791452,-0.005937669,0.112201442,-0.02663338,0.311355274,0.210979648,0.791250271,0.238406626,0.513880179,0.172711325,0.323024641,-0.071296732,-0.027107735,0.070862371,0.041563611,0.067394109,0.200073868,0.039629909,0.037325326,0.282669641,-0.035841296,-0.034220157,0.083450614,-0.010738263,-0.005560564,0.093199736,0.030075074,0.010652803,-0.017566136,-0.083431922,0.064512543,0.072565399,0.092232851,0.18964753,0.073470906,0.01808422,0.139343005,0.004507807,0.001251354,0.189401232,0.067495961,-0.038512846,0.035954984,-0.05381043,0.014500022
il_13_PHA_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.231509023,0.180979846,0.427697167,0.127713507,0.106585899,0.01758573,0.027771997,0.006776349,-0.083735652,0.080340858,0.088743432,0.687578402,0.211638867,0.179251097,0.158573825,0.067580699,0.028203041,0.033431354,-0.056790695,-0.007446182,0.077178583,0.124334635,0.159184027,0.142550176,0.095834966,0.072932631,0.072926804,0.04710884,0.10182298,0.201822862,0.002817468,0.046951317,0.176075722,-0.011113322,0.054069075,0.04010635,0.02290832,0.095211017,-0.023864304,0.000899211,0.122343043,0.084730422,-0.014839672,0.094978229,0.045558923,0.111930885,0.097001126,-0.011925594,0.062769095,0.094277491,0.027525893,0.104978086,0.112570875,0.047500118,0.108278367,0.013595697,-0.011322962,0.16215727,0.026451484,0.036858538
il_13_PHA_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.381107475,0.10115946,0.239003387,0.196786263,0.067251748,0.044500496,0.092638985,-0.023063955,0.282924804,0.125066214,0.143593506,0.662150704,0.310840519,0.221479861,0.089313696,0.113803029,0.107193115,0.063777935,0.084069091,0.236862199,0.197868454,0.652168595,0.340834135,0.207613363,0.128599838,-0.052920284,-0.059087778,0.127992293,0.028541462,0.059361873,0.077061152,0.049254085,0.075933022,0.129165414,-0.042465178,0.000923779,0.16888548,-0.041046646,0.002394204,0.119569349,0.076682851,-0.118126855,-0.110183174,0.122583755,0.067165415,0.085405002,0.050556333,0.030482847,0.051500164,0.179004754,0.039085525,-0.0082256,0.079555888,0.064617666,-0.058956632,0.03453397,0.102551608,0.011895808,-0.071263458
il_13_PHA_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.056260961,0.108323157,0.238172738,0.055037238,0.004892324,0.021979702,0.005753511,0.150730705,0.36385084,0.134378171,0.314221109,0.793740518,0.122816834,0.154045365,0.101667909,0.08286065,-0.049735113,0.166420353,0.06002316,0.483301302,0.301320502,0.829473801,0.100605616,0.172406351,-0.122446212,-0.024004129,0.081290683,0.054384689,0.064808458,0.210990883,0.037264258,0.070686468,0.299443845,-0.079168955,3.82257E-05,0.106419027,-0.072639923,0.099079567,0.048825771,0.112606506,-0.1563767,-0.020348475,-0.015131948,0.052705015,0.05070823,-0.028256224,0.143924576,0.035960347,0.011217572,0.206783203,0.031910479,0.048434244,0.077455577,-0.030309586,-0.029414949,0.053982502,-0.145941539,-0.130412849
il_13_TT_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.053554453,0.041323732,0.015360947,0.049944822,0.023942872,0.034966128,0.049009378,0.070423424,0.27893592,0.086248821,0.076670152,0.051293756,0.033012733,0.041306514,0.003525475,0.013011656,0.014128326,0.036378899,0.075799006,0.06261845,0.06783145,0.04748089,0.018455147,0.041689172,0.043148887,0.014604797,0.060202096,-0.033806674,0.023649216,0.04126979,-0.049335594,0.013478642,0.037717318,0.039026292,0.016588577,0.048225748,0.022267268,0.004411097,0.093875404,0.000438069,0.124429867,0.05087697,0.093421036,0.061423666,-0.038455342,0.009205795,0.009381904,0.007681484,0.03678315,0.135654134,0.025455327,0.06067825,0.087824363,0.015013228,0.055653753,0.055322867,0.051548956
il_13_TT_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.341593566,0.073318119,0.005487561,0.250998357,0.094809408,0.246963546,0.081678305,0.140288555,0.188701126,0.098194415,0.561723439,0.37072681,0.102996992,0.060609156,0.244591969,0.1123724,0.296659594,0.156356084,0.278670483,0.132162164,0.58857692,0.338081554,0.006598457,-0.011348936,0.006009085,0.018684949,0.10843949,0.070581406,0.032493494,0.106126871,0.05138563,-1.77577E-05,-0.036622373,0.039329442,0.022459916,-0.006226055,0.076683659,-0.018623437,0.029367503,-0.000182345,0.068334286,0.038114551,-0.032474971,0.118145169,0.057618049,0.043807144,0.062704174,-0.022957194,-0.005661787,0.133349897,0.01997013,0.035197141,0.062787251,0.009556984,0.059081879,0.033162977
il_13_TT_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.014736707,0.098851927,0.104618371,0.190991609,0.241423422,0.25599812,0.062860844,0.172090165,0.179628179,0.380461443,0.577462213,-0.073730781,0.156182206,0.014471346,0.301206199,0.229075143,0.381737408,0.217884617,0.285726369,0.380726178,0.672427703,-0.080360434,0.01266262,0.089801386,0.001999102,0.057755214,0.121265022,-0.021865219,0.056658258,0.119039296,-0.110211614,0.005889108,0.111883629,-0.074318371,0.001779946,0.106177207,0.024433848,0.052192928,-0.046867017,-0.005586956,0.173186836,0.078455701,0.04550119,0.137206226,0.060685556,0.097412445,0.038125451,-0.057987833,0.02438826,0.155467488,0.064857296,-0.077204646,0.105887542,0.000551119,0.161604726
il_4_CR_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.091623723,0.23320214,0.05186167,0.044302574,0.067801024,-0.059684374,0.0649844,0.090198792,0.103707109,-0.0071119,0.359787159,0.044144292,0.187280346,0.021244919,-0.009011661,-0.007493533,0.032842641,0.03088183,0.079840608,-0.026227417,0.047487617,-0.00881142,-0.021286247,0.014474978,-0.088367439,0.02826042,0.019271962,-0.023872471,-8.78029E-05,0.088787054,0.023500002,-0.025369281,0.085366031,0.021893763,-0.03127227,0.012848149,-0.038055463,-0.02214611,0.050636502,0.005462276,-0.013422412,-0.035844161,-0.081165021,0.031066846,0.035615493,-0.005014201,0.043529725,0.060748832,-0.010815541,0.054315602,0.071482449,0.008937005,0.038463926,0.007621975
il_4_CR_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.102960501,0.294510012,0.063235639,0.126196734,-0.029290203,0.043455978,0.058846403,0.020954734,0.116839077,0.088747354,0.401828683,0.029080676,0.190089316,0.015420473,0.068403641,0.05565241,0.029907305,0.006411383,0.092056687,-0.074303694,0.03957425,-0.000603989,-0.072136518,-0.078933309,-0.025573697,-0.073889896,-0.014700133,-0.048723069,-0.028449002,0.067425998,0.027010516,-0.081525304,0.002670384,-0.044651423,0.002101022,-0.004489356,-0.116105116,-0.109213636,0.056388986,-0.05935569,-0.023449364,-0.045524228,-0.068968946,-0.01900841,0.029706273,-0.097652577,-0.102686192,-0.005967675,-0.043270222,-0.075950001,0.078469808,-0.084871452,0.043082306
il_4_DM_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.233617925,0.167203808,0.110387031,-0.006061925,0.0817363,0.073065847,0.249352812,0.141470535,0.167097779,0.091472807,0.470485672,0.216089582,0.179998901,0.082173259,0.127233687,0.049169052,0.202074189,0.101808619,0.040939749,-0.02295755,-0.035793664,-0.014725179,0.037005105,0.00269389,0.014085622,0.037350254,-0.030766247,0.05311699,-0.01914229,-0.049998441,0.095788927,-0.035740011,-0.023559743,-0.046931599,-0.00189023,-0.014848532,0.035149514,-0.031433604,-0.051798488,0.019398481,-0.017378289,0.009247254,0.054730891,-0.024691138,0.021309663,0.047074408,-0.031188997,0.02335034,-0.016529804,-0.05022194,0.031248541,-0.030554568
il_4_DM_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.117022595,0.22192897,-0.111812439,-0.021245285,0.047477835,0.109938649,0.218257647,-0.004726028,0.13894403,0.184207997,0.455756502,0.10327663,0.196815728,0.033824025,0.044203192,0.079975441,0.211587589,-0.007326488,-0.021832893,-0.087717094,-0.049663181,0.016320177,0.061869994,-0.050656045,-0.002570232,-0.017775001,-0.001666436,0.002530232,-0.093557235,-0.003394678,-0.045120192,-0.09103273,-0.043864935,0.032654289,-0.036692287,-0.095599696,-0.076426191,-0.040833329,-0.008117009,0.021734968,-0.009972228,-0.019604754,-0.028845992,-0.050899812,-0.090158812,-0.058942777,0.052108539,-0.130380637,-0.103155679,-0.039334666,-0.017750636
